InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
545658,84459B,YELLOW METAL CHICKEN HEART ,1,3/4/2011 14:13,1.49,14670.0,United Kingdom
557937,21933,PINK VINTAGE PAISLEY PICNIC BAG,1,6/23/2011 15:30,2.46,,United Kingdom
558647,22383,LUNCH BAG SUKI DESIGN ,10,7/1/2011 10:39,1.65,14868.0,United Kingdom
564754,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,1,8/30/2011 10:29,1.63,,United Kingdom
550158,21212,PACK OF 72 RETROSPOT CAKE CASES,24,4/14/2011 15:39,0.55,13989.0,United Kingdom
580396,22960,JAM MAKING SET WITH JARS,2,12/4/2011 11:00,4.25,13838.0,United Kingdom
558232,84951B,SET OF 4 BLACK LOVEBIRD COASTERS,12,6/27/2011 14:30,0.79,17841.0,United Kingdom
580667,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,4,12/5/2011 14:19,0.85,15031.0,United Kingdom
547822,21843,RED RETROSPOT CAKE STAND,1,3/25/2011 14:53,10.95,12668.0,Germany
571672,23355,HOT WATER BOTTLE KEEP CALM,8,10/18/2011 13:15,4.95,13880.0,United Kingdom
579787,22676,FRENCH BLUE METAL DOOR SIGN 1,2,11/30/2011 15:33,2.46,,United Kingdom
546430,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",2,3/13/2011 15:55,0.85,15918.0,United Kingdom
542559,35991,,-1,1/28/2011 14:51,0.0,,United Kingdom
545994,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,3/8/2011 13:50,1.65,12623.0,Germany
578233,22898,CHILDRENS APRON APPLES DESIGN,6,11/23/2011 12:20,1.95,14049.0,United Kingdom
545377,22219,LOVEBIRD HANGING DECORATION WHITE ,1,3/2/2011 11:32,0.85,14606.0,United Kingdom
551516,21868,POTTING SHED TEA MUG,1,5/1/2011 11:10,1.25,14800.0,United Kingdom
566872,23203,JUMBO BAG VINTAGE DOILY ,5,9/15/2011 13:28,2.08,16729.0,United Kingdom
557995,22801,ANTIQUE GLASS PEDESTAL BOWL,2,6/24/2011 10:44,3.75,17979.0,United Kingdom
566408,23227,FILIGREE HEART BUTTERFLY WHITE ,24,9/12/2011 13:43,1.25,16984.0,United Kingdom
541848,79160,HEART SHAPE WIRELESS DOORBELL,1,1/23/2011 13:31,2.1,17611.0,United Kingdom
567336,22698,PINK REGENCY TEACUP AND SAUCER,6,9/19/2011 14:56,2.95,12621.0,Germany
571257,23439,HAND WARMER RED LOVE HEART,1,10/14/2011 17:17,4.13,,United Kingdom
539451,22949,36 DOILIES DOLLY GIRL,1,12/17/2010 16:59,2.98,,United Kingdom
576948,21136,PAINTED METAL PEARS ASSORTED,8,11/17/2011 11:45,1.69,14515.0,United Kingdom
536520,22643,SET OF 4 NAPKIN CHARMS LEAVES   ,4,12/1/2010 12:43,2.55,14729.0,United Kingdom
579508,22106,MIRROR MOSAIC HURRICANE LAMP ,1,11/29/2011 16:33,4.96,,United Kingdom
548334,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,4,3/30/2011 13:56,4.25,18108.0,United Kingdom
578067,21787,RAIN PONCHO RETROSPOT,3,11/22/2011 15:43,1.63,,United Kingdom
563195,21116,OWL DOORSTOP,1,8/12/2011 16:36,8.29,,United Kingdom
539437,37450,CERAMIC CAKE BOWL + HANGING CAKES,2,12/17/2010 14:54,5.91,,United Kingdom
574624,23497,CLASSIC CHROME BICYCLE BELL ,6,11/6/2011 11:20,1.45,17769.0,United Kingdom
559356,21982,PACK OF 12 SUKI TISSUES ,24,7/7/2011 18:29,0.29,15416.0,United Kingdom
570458,23493,VINTAGE DOILY TRAVEL SEWING KIT,6,10/10/2011 15:39,1.95,14535.0,United Kingdom
572553,23422,PANTRY HOOK BALLOON WHISK ,1,10/24/2011 17:09,4.13,,United Kingdom
572237,23660,HENRIETTA HEN MUG ,12,10/21/2011 14:49,1.65,15152.0,United Kingdom
574063,21175,GIN + TONIC DIET METAL SIGN,2,11/2/2011 14:31,2.55,13271.0,United Kingdom
568785,21429,RED GINGHAM ROSE JEWELLERY BOX,8,9/29/2011 9:16,1.95,16929.0,United Kingdom
575384,21481,FAWN BLUE HOT WATER BOTTLE,8,11/9/2011 15:17,3.75,17690.0,United Kingdom
546790,82484,WOOD BLACK BOARD ANT WHITE FINISH,6,3/17/2011 10:26,7.9,14713.0,United Kingdom
568547,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,9/27/2011 14:37,4.25,15568.0,United Kingdom
557120,23169,CLASSIC GLASS COOKIE JAR,6,6/16/2011 17:12,4.15,15669.0,United Kingdom
570488,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,1,10/10/2011 17:12,8.29,14096.0,United Kingdom
573496,23355,HOT WATER BOTTLE KEEP CALM,1,10/31/2011 11:59,4.95,17841.0,United Kingdom
570459,23539,WALL ART LOVES' SECRET ,4,10/10/2011 15:42,5.95,15801.0,United Kingdom
541280,17090A,LAVENDER INCENSE 40 CONES IN TIN,6,1/17/2011 11:57,1.25,15296.0,United Kingdom
581021,23295,SET OF 12 MINI LOAF BAKING CASES,8,12/7/2011 10:24,0.83,14769.0,United Kingdom
561799,84879,ASSORTED COLOUR BIRD ORNAMENT,8,7/29/2011 13:46,1.69,15776.0,United Kingdom
576837,23392,SPACEBOY ROCKET LOLLY MAKERS,2,11/16/2011 15:16,4.13,,United Kingdom
564851,84877D,BLUE ROUND COMPACT MIRROR,4,8/30/2011 16:53,1.25,13183.0,United Kingdom
543518,85232D,SET/3 DECOUPAGE STACKING TINS,24,2/9/2011 11:21,4.25,12753.0,Japan
577029,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,4,11/17/2011 12:59,4.95,15563.0,United Kingdom
578067,72812,LARGE ZINC GLASS CANDLEHOLDER,1,11/22/2011 15:43,4.13,,United Kingdom
556263,23298,SPOTTY BUNTING,4,6/9/2011 18:41,4.95,13969.0,United Kingdom
C572410,22699,ROSES REGENCY TEACUP AND SAUCER ,-168,10/24/2011 11:58,2.55,16742.0,United Kingdom
579393,23473,WOODLAND SMALL RED FELT HEART,24,11/29/2011 12:07,0.83,12627.0,Germany
540681,85125,SMALL ROUND CUT GLASS CANDLESTICK,1,1/10/2011 16:25,3.36,,United Kingdom
545859,22704,WRAP RED APPLES ,25,3/7/2011 14:10,0.42,15498.0,United Kingdom
536528,21992,VINTAGE PAISLEY STATIONERY SET,1,12/1/2010 13:17,2.95,15525.0,United Kingdom
572094,23203,JUMBO BAG VINTAGE DOILY ,10,10/20/2011 14:52,2.08,17420.0,United Kingdom
575607,51014A,"FEATHER PEN,HOT PINK",4,11/10/2011 12:37,0.83,14096.0,United Kingdom
537643,84596e,SMALL LICORICE DES PINK BOWL,1,12/7/2010 15:34,2.51,,United Kingdom
541417,22281,EASTER TREE YELLOW BIRDS,1,1/17/2011 16:23,5.95,16033.0,United Kingdom
569363,22977,DOLLY GIRL CHILDRENS EGG CUP,12,10/3/2011 15:08,1.25,13297.0,United Kingdom
553182,22083,PAPER CHAIN KIT RETROSPOT,4,5/15/2011 12:21,2.95,17107.0,United Kingdom
561513,84946,ANTIQUE SILVER T-LIGHT GLASS,3,7/27/2011 15:12,2.46,,United Kingdom
556072,22147,FELTCRAFT BUTTERFLY HEARTS,24,6/8/2011 14:57,1.45,16126.0,United Kingdom
546406,46000S,POLYESTER FILLER PAD 40x40cm,70,3/11/2011 16:21,0.0,,United Kingdom
537196,22570,FELTCRAFT CUSHION RABBIT,1,12/5/2010 13:55,3.75,15426.0,United Kingdom
573399,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,10/30/2011 15:35,1.65,13949.0,United Kingdom
576540,22254,FELT TOADSTOOL LARGE,2,11/15/2011 12:48,1.25,18043.0,United Kingdom
576894,22273,FELTCRAFT DOLL MOLLY,6,11/17/2011 8:35,2.95,12681.0,France
580632,22150,3 STRIPEY MICE FELTCRAFT,3,12/5/2011 12:16,1.95,16360.0,United Kingdom
540848,17012C,ORIGAMI LAVENDER INCENSE/CANDL SET ,1,1/12/2011 9:26,2.51,,United Kingdom
553130,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,5/13/2011 12:41,1.25,17398.0,United Kingdom
550470,21179,NO JUNK MAIL METAL SIGN,1,4/18/2011 13:49,1.63,,United Kingdom
568331,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,24,9/26/2011 14:25,0.39,16600.0,United Kingdom
568907,22135,MINI LADLE LOVE HEART PINK,24,9/29/2011 13:35,0.42,15370.0,United Kingdom
540701,22077,6 RIBBONS RUSTIC CHARM,24,1/11/2011 9:48,1.65,15640.0,United Kingdom
546891,22212,FOUR HOOK  WHITE LOVEBIRDS,2,3/17/2011 18:18,4.13,,United Kingdom
553195,POST,POSTAGE,1,5/15/2011 13:45,18.0,12599.0,France
562201,47566B,TEA TIME PARTY BUNTING,1,8/3/2011 12:31,4.95,14527.0,United Kingdom
561322,81952B,ROUND BLUE CLOCK WITH SUCKER,18,7/26/2011 13:03,0.19,15203.0,United Kingdom
540821,22359,GLASS JAR KINGS CHOICE,1,1/11/2011 13:16,5.91,,United Kingdom
577613,84991,60 TEATIME FAIRY CAKE CASES,24,11/21/2011 10:02,0.55,14911.0,EIRE
573666,21014,SWISS CHALET TREE DECORATION ,24,10/31/2011 16:24,0.29,15977.0,United Kingdom
551340,21626,VINTAGE UNION JACK PENNANT,1,4/27/2011 17:23,1.63,,United Kingdom
541795,21755,LOVE BUILDING BLOCK WORD,2,1/21/2011 13:47,5.95,14692.0,United Kingdom
546869,37448,CERAMIC CAKE DESIGN SPOTTED MUG,12,3/17/2011 16:00,1.49,12352.0,Norway
543829,21238,RED RETROSPOT CUP,96,2/14/2011 9:47,0.72,12939.0,United Kingdom
579187,20727,LUNCH BAG  BLACK SKULL.,2,11/28/2011 15:31,4.13,,United Kingdom
572309,22488,NATURAL SLATE RECTANGLE CHALKBOARD,4,10/23/2011 15:29,1.65,14432.0,United Kingdom
581238,22386,JUMBO BAG PINK POLKADOT,5,12/8/2011 10:53,4.13,,United Kingdom
547669,21166,COOK WITH WINE METAL SIGN ,1,3/24/2011 13:37,2.08,12748.0,United Kingdom
581439,22464,HANGING METAL HEART LANTERN,1,12/8/2011 16:30,3.29,,United Kingdom
545667,22296,HEART IVORY TRELLIS LARGE,2,3/4/2011 16:07,3.29,,United Kingdom
544434,37491A,YELLOW/PINK CERAMIC CANDLE HOLDER,2,2/18/2011 16:12,3.29,,United Kingdom
559516,21137,BLACK RECORD COVER FRAME,48,7/8/2011 16:08,3.39,14708.0,United Kingdom
580502,20718,RED RETROSPOT SHOPPER BAG,1,12/4/2011 13:15,1.25,16931.0,United Kingdom
572513,22546,MINI JIGSAW PURDEY,1,10/24/2011 14:36,0.42,16728.0,United Kingdom
577480,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,11/20/2011 11:37,8.5,14525.0,United Kingdom
564221,84509a,SET OF 4 ENGLISH ROSE PLACEMATS,1,8/24/2011 9:36,7.46,,United Kingdom
578149,23570,TRADITIONAL PICK UP STICKS GAME ,1,11/23/2011 11:11,2.46,,United Kingdom
542520,22083,PAPER CHAIN KIT RETROSPOT,2,1/28/2011 12:21,2.95,15547.0,United Kingdom
580664,23284,DOORMAT KEEP CALM AND COME IN,2,12/5/2011 14:03,8.25,15097.0,United Kingdom
542890,84596F,SMALL MARSHMALLOWS PINK BOWL,8,2/1/2011 13:25,1.25,15311.0,United Kingdom
574856,21988,PACK OF 6 SKULL PAPER PLATES,1,11/7/2011 12:06,1.63,,United Kingdom
557481,21866,UNION JACK FLAG LUGGAGE TAG,1,6/20/2011 14:11,3.29,,United Kingdom
566233,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,9/11/2011 11:04,0.85,12635.0,Germany
C542060,22198,LARGE POPCORN HOLDER ,-1,1/25/2011 12:01,1.65,14680.0,United Kingdom
558416,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,6/29/2011 10:50,8.5,16059.0,United Kingdom
552624,17091A,LAVENDER INCENSE IN TIN,3,5/10/2011 12:53,0.38,14505.0,United Kingdom
553386,21900,"KEY FOB , SHED",24,5/16/2011 16:22,0.65,13381.0,United Kingdom
550006,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,2,4/14/2011 10:10,2.1,17841.0,United Kingdom
562939,22470,HEART OF WICKER LARGE,6,8/11/2011 8:37,2.95,15498.0,United Kingdom
574470,22610,PENS ASSORTED FUNNY FACE,36,11/4/2011 11:56,0.19,12748.0,United Kingdom
537231,21914,BLUE HARMONICA IN BOX ,12,12/6/2010 9:21,1.25,13652.0,United Kingdom
579116,23507,MINI PLAYING CARDS BUFFALO BILL ,2,11/28/2011 11:54,0.42,17346.0,United Kingdom
542215,22817,CARD SUKI BIRTHDAY,12,1/26/2011 12:27,0.42,12472.0,Germany
546986,84992,72 SWEETHEART FAIRY CAKE CASES,24,3/18/2011 12:56,0.55,14194.0,United Kingdom
553942,22569,FELTCRAFT CUSHION BUTTERFLY,4,5/20/2011 10:37,3.75,18055.0,United Kingdom
577601,23581,JUMBO BAG PAISLEY PARK,10,11/21/2011 8:31,2.08,17675.0,United Kingdom
540015,22969,HOMEMADE JAM SCENTED CANDLES,24,1/4/2011 11:40,1.45,13319.0,United Kingdom
546502,71406C,BLACK ORANGE SQUEEZER,1,3/14/2011 11:46,0.42,16005.0,United Kingdom
567542,22627,MINT KITCHEN SCALES,2,9/21/2011 10:16,8.5,16626.0,United Kingdom
560036,23186,FRENCH STYLE STORAGE JAR CAFE ,96,7/14/2011 13:51,0.29,14911.0,EIRE
544292,22355,CHARLOTTE BAG SUKI DESIGN,30,2/17/2011 12:33,0.85,16745.0,United Kingdom
569493,23514,EMBROIDERED RIBBON REEL SALLY ,6,10/4/2011 13:35,2.08,13317.0,United Kingdom
578067,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,11/22/2011 15:43,3.29,,United Kingdom
547375,22961,JAM MAKING SET PRINTED,12,3/22/2011 14:24,1.45,13196.0,United Kingdom
552448,22241,GARLAND WOODEN HAPPY EASTER,2,5/9/2011 13:45,1.25,18120.0,United Kingdom
545226,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,3/1/2011 9:33,1.95,12428.0,Finland
542729,47480,HANGING PHOTO CLIP ROPE LADDER,36,1/31/2011 15:17,1.65,15194.0,United Kingdom
552670,48138,DOORMAT UNION FLAG,1,5/10/2011 15:06,14.13,,United Kingdom
538153,22297,HEART IVORY TRELLIS SMALL,1,12/9/2010 16:31,2.51,,United Kingdom
539414,21034,REX CASH+CARRY JUMBO SHOPPER,1,12/17/2010 13:45,0.95,16931.0,United Kingdom
543973,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,4,2/14/2011 15:15,0.95,17571.0,United Kingdom
570590,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,10/11/2011 11:34,1.25,18075.0,United Kingdom
539201,22059,CERAMIC STRAWBERRY DESIGN MUG,12,12/16/2010 12:11,1.49,14878.0,United Kingdom
562417,82494L,WOODEN FRAME ANTIQUE WHITE ,9,8/4/2011 16:32,2.95,,United Kingdom
577606,22059,CERAMIC STRAWBERRY DESIGN MUG,12,11/21/2011 9:11,1.49,12462.0,Spain
566730,21643,ASSORTED TUTTI FRUTTI MIRROR,6,9/14/2011 13:31,1.25,14606.0,United Kingdom
573300,37413,ICON MUG REVOLUTIONARY,1,10/28/2011 16:10,0.39,16049.0,United Kingdom
540352,22961,JAM MAKING SET PRINTED,1,1/6/2011 14:27,3.36,,United Kingdom
563935,82484,WOOD BLACK BOARD ANT WHITE FINISH,1,8/21/2011 16:24,7.95,15547.0,United Kingdom
560225,84687,BEACH HUT SHELF W 3 DRAWERS,1,7/15/2011 16:27,11.63,,United Kingdom
573915,85035C,ROSE 3 WICK MORRIS BOX CANDLE,2,11/1/2011 15:55,1.25,15511.0,United Kingdom
553709,22699,ROSES REGENCY TEACUP AND SAUCER ,6,5/18/2011 15:29,2.95,13767.0,United Kingdom
548739,85040A,S/4 PINK FLOWER CANDLES IN BOWL,1,4/4/2011 11:28,1.65,15493.0,United Kingdom
572330,82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",1,10/24/2011 10:17,1.25,16426.0,United Kingdom
574076,22553,PLASTERS IN TIN SKULLS,1,11/2/2011 15:38,3.29,,United Kingdom
536544,85232B,SET OF 3 BABUSHKA STACKING TINS,1,12/1/2010 14:32,4.95,,United Kingdom
565850,23403,LETTER HOLDER HOME SWEET HOME,1,9/7/2011 12:55,3.75,14530.0,United Kingdom
577033,23200,JUMBO BAG PEARS,1,11/17/2011 13:16,2.08,17797.0,United Kingdom
567667,22418,10 COLOUR SPACEBOY PEN,1,9/21/2011 15:24,1.63,,United Kingdom
541497,22355,CHARLOTTE BAG SUKI DESIGN,2,1/18/2011 15:19,1.63,,United Kingdom
544691,21621,VINTAGE UNION JACK BUNTING,2,2/23/2011 9:09,8.5,13804.0,United Kingdom
546687,22766,PHOTO FRAME CORNICE,8,3/16/2011 9:58,2.95,16040.0,United Kingdom
581492,23074,EMBOSSED HEART TRINKET BOX,1,12/9/2011 10:03,4.13,,United Kingdom
564837,23182,TOILET SIGN OCCUPIED OR VACANT,1,8/30/2011 12:40,2.46,,United Kingdom
579135,20972,PINK CREAM FELT CRAFT TRINKET BOX ,3,11/28/2011 12:44,1.25,18096.0,United Kingdom
561654,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,7/28/2011 15:58,1.25,14973.0,United Kingdom
538349,22916,HERB MARKER THYME,1,12/10/2010 14:59,1.66,,United Kingdom
566952,21790,VINTAGE SNAP CARDS,1,9/15/2011 16:37,1.63,,United Kingdom
540031,21181,PLEASE ONE PERSON METAL SIGN,3,1/4/2011 13:50,2.1,17975.0,United Kingdom
575176,20979,36 PENCILS TUBE RED RETROSPOT,1,11/8/2011 18:29,2.46,,United Kingdom
578824,21983,PACK OF 12 BLUE PAISLEY TISSUES ,1,11/25/2011 14:02,0.39,17883.0,United Kingdom
572096,22306,SILVER MUG BONE CHINA TREE OF LIFE,6,10/20/2011 15:20,1.06,16813.0,United Kingdom
557064,23152,IVORY SWEETHEART WIRE LETTER RACK ,2,6/16/2011 15:07,3.75,13263.0,United Kingdom
546774,22785,SQUARECUSHION COVER PINK UNION FLAG,2,3/16/2011 15:45,6.75,14505.0,United Kingdom
550138,22996,TRAVEL CARD WALLET VINTAGE TICKET,4,4/14/2011 14:02,0.42,12841.0,United Kingdom
575739,22941,CHRISTMAS LIGHTS 10 REINDEER,3,11/11/2011 9:05,16.63,,United Kingdom
561218,22615,PACK OF 12 CIRCUS PARADE TISSUES ,3,7/25/2011 17:11,0.83,,United Kingdom
538503,22837,HOT WATER BOTTLE BABUSHKA ,36,12/12/2010 12:56,4.25,17188.0,United Kingdom
563016,23191,BUNDLE OF 3 RETRO NOTE BOOKS,12,8/11/2011 12:44,1.65,15358.0,United Kingdom
556812,22154,ANGEL DECORATION 3 BUTTONS ,4,6/14/2011 17:25,0.83,,United Kingdom
580092,22728,ALARM CLOCK BAKELIKE PINK,5,12/1/2011 14:38,3.75,13969.0,United Kingdom
581425,21181,PLEASE ONE PERSON METAL SIGN,7,12/8/2011 15:31,2.1,14796.0,United Kingdom
564757,21894,POTTING SHED SEED ENVELOPES,1,8/30/2011 10:36,2.46,,United Kingdom
573130,22726,ALARM CLOCK BAKELIKE GREEN,7,10/27/2011 16:41,3.75,13969.0,United Kingdom
575136,23319,BOX OF 6 MINI 50'S CRACKERS,6,11/8/2011 14:53,2.49,15103.0,United Kingdom
558388,22723,SET OF 6 HERB TINS SKETCHBOOK,4,6/29/2011 10:00,3.95,,EIRE
573381,23082,SET 6 PAPER TABLE LANTERN HEARTS ,2,10/30/2011 14:05,3.75,17590.0,United Kingdom
569897,21380,WOODEN HAPPY BIRTHDAY GARLAND,1,10/6/2011 16:01,2.95,17813.0,United Kingdom
570688,22795,SWEETHEART RECIPE BOOK STAND,1,10/11/2011 16:29,13.29,,United Kingdom
562553,21725,SWEETIES  STICKERS,3,8/5/2011 16:34,1.63,,United Kingdom
556491,23301,GARDENERS KNEELING PAD KEEP CALM ,1,6/12/2011 14:15,1.65,16794.0,United Kingdom
542277,21136,PAINTED METAL PEARS ASSORTED,8,1/27/2011 10:30,1.69,14440.0,United Kingdom
572682,72802C,VANILLA SCENT CANDLE JEWELLED BOX,1,10/25/2011 13:52,4.25,17928.0,United Kingdom
567183,23341,PINK DINER WALL CLOCK,1,9/18/2011 15:32,8.5,14769.0,United Kingdom
570423,23263,SET OF 3 WOODEN HEART DECORATIONS,1,10/10/2011 13:38,1.25,14451.0,United Kingdom
573585,22988,SOLDIERS EGG CUP ,1,10/31/2011 14:41,2.46,,United Kingdom
573405,22638,SET OF 4 NAPKIN CHARMS CROWNS ,4,10/30/2011 15:55,2.55,13822.0,United Kingdom
546007,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,1,3/8/2011 15:34,4.13,,United Kingdom
566281,22767,TRIPLE PHOTO FRAME CORNICE ,2,9/11/2011 14:15,9.95,12748.0,United Kingdom
C540786,22666,RECIPE BOX PANTRY YELLOW DESIGN,-1,1/11/2011 11:42,2.95,15194.0,United Kingdom
C553534,21467,CHERRY CROCHET FOOD COVER,-1,5/17/2011 15:15,3.75,14849.0,United Kingdom
576055,84378,SET OF 3 HEART COOKIE CUTTERS,12,11/13/2011 15:02,1.45,15449.0,United Kingdom
580712,22504,CABIN BAG VINTAGE RETROSPOT,2,12/5/2011 16:37,29.95,13021.0,United Kingdom
567670,21929,JUMBO BAG PINK VINTAGE PAISLEY,3,9/21/2011 15:32,4.13,,United Kingdom
553856,21043,APRON MODERN VINTAGE COTTON,2,5/19/2011 13:28,1.95,16813.0,United Kingdom
543389,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,2,2/8/2011 9:56,0.85,17841.0,United Kingdom
556917,22331,WOODLAND PARTY BAG + STICKER SET,48,6/15/2011 13:37,1.45,12415.0,Australia
553348,21912,VINTAGE SNAKES & LADDERS,4,5/16/2011 13:20,3.75,14911.0,EIRE
577365,23292,SPACEBOY CHILDRENS CUP,8,11/18/2011 16:19,1.25,17063.0,United Kingdom
566971,23546,WRAP PAISLEY PARK ,25,9/16/2011 9:03,0.42,12963.0,United Kingdom
548894,21383,PACK OF 12 STICKY BUNNIES,2,4/4/2011 16:01,1.63,,United Kingdom
565847,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,9/7/2011 12:44,8.29,,United Kingdom
574950,35953,FOLKART STAR CHRISTMAS DECORATIONS,20,11/8/2011 9:29,0.61,,United Kingdom
551291,23154,SET OF 4 JAM JAR MAGNETS,24,4/27/2011 14:26,1.85,14298.0,United Kingdom
537237,84270,ASSTD DESIGN BUBBLE GUM RING,2,12/6/2010 9:58,0.21,,United Kingdom
543642,22382,LUNCH BAG SPACEBOY DESIGN ,2,2/10/2011 17:40,1.65,16161.0,United Kingdom
540838,21714,CITRONELLA CANDLE GARDEN POT,12,1/11/2011 15:13,1.25,13862.0,United Kingdom
540275,22197,SMALL POPCORN HOLDER,10,1/6/2011 12:11,0.85,13680.0,United Kingdom
573889,21905,MORE BUTTER METAL SIGN ,3,11/1/2011 13:44,0.79,13571.0,United Kingdom
537434,21098,CHRISTMAS TOILET ROLL,17,12/6/2010 16:57,2.51,,United Kingdom
572550,21942,SKULLS DESIGN FLANNEL,1,10/24/2011 17:06,1.63,,United Kingdom
556184,21155,RED RETROSPOT PEG BAG,6,6/9/2011 11:39,2.55,16592.0,United Kingdom
577126,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,12,11/17/2011 19:22,1.25,12406.0,Denmark
541266,21621,VINTAGE UNION JACK BUNTING,7,1/16/2011 16:25,8.5,15673.0,United Kingdom
564756,84971S,SMALL HEART FLOWERS HOOK ,1,8/30/2011 10:33,1.63,,United Kingdom
540355,84997b,RED 3 PIECE RETROSPOT CUTLERY SET,1,1/6/2011 15:11,8.47,,United Kingdom
569555,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,10,10/5/2011 8:17,1.65,17728.0,United Kingdom
553156,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,2,5/13/2011 14:58,0.83,17841.0,United Kingdom
569897,85066,CREAM SWEETHEART MINI CHEST,1,10/6/2011 16:01,12.75,17813.0,United Kingdom
537239,21136,PAINTED METAL PEARS ASSORTED,8,12/6/2010 10:05,1.69,18219.0,United Kingdom
C557249,84687,BEACH HUT SHELF W 3 DRAWERS,-2,6/17/2011 15:34,5.95,16817.0,United Kingdom
549915,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,4/13/2011 9:32,2.95,18231.0,United Kingdom
546778,82599,FANNY'S REST STOPMETAL SIGN,12,3/16/2011 16:38,2.1,14572.0,United Kingdom
580152,21199,PINK  HEART CONFETTI IN TUBE,12,12/2/2011 10:22,1.65,12364.0,Belgium
540798,22747,POPPY'S PLAYHOUSE BATHROOM,1,1/11/2011 12:11,2.1,17365.0,United Kingdom
549924,22423,REGENCY CAKESTAND 3 TIER,6,4/13/2011 10:10,12.75,16837.0,United Kingdom
547832,16156S,WRAP PINK FAIRY CAKES ,25,3/25/2011 16:25,0.42,17511.0,United Kingdom
571475,22835,HOT WATER BOTTLE I AM SO POORLY,1,10/17/2011 14:42,4.95,15033.0,United Kingdom
560265,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,24,7/17/2011 13:48,0.42,17863.0,United Kingdom
549988,22083,PAPER CHAIN KIT RETROSPOT,10,4/13/2011 16:43,2.95,14367.0,United Kingdom
C581012,21232,STRAWBERRY CERAMIC TRINKET POT,-1,12/7/2011 9:24,1.25,13014.0,United Kingdom
542345,84378,SET OF 3 HEART COOKIE CUTTERS,4,1/27/2011 11:55,1.25,15910.0,United Kingdom
580611,23552,BICYCLE PUNCTURE REPAIR KIT ,2,12/5/2011 11:49,2.08,12748.0,United Kingdom
574561,21868,POTTING SHED TEA MUG,1,11/4/2011 15:52,3.29,,United Kingdom
551775,23150,IVORY SWEETHEART SOAP DISH,6,5/4/2011 11:21,2.49,12886.0,United Kingdom
578065,21914,BLUE HARMONICA IN BOX ,10,11/22/2011 15:41,2.46,,United Kingdom
558068,84406B,CREAM CUPID HEARTS COAT HANGER,4,6/24/2011 15:51,4.15,,United Kingdom
575964,82483,WOOD 2 DRAWER CABINET WHITE FINISH,1,11/13/2011 12:31,6.95,15021.0,United Kingdom
575620,84879,ASSORTED COLOUR BIRD ORNAMENT,8,11/10/2011 13:01,1.69,17573.0,United Kingdom
578013,23502,PLAYING CARDS VINTAGE DOILY ,1,11/22/2011 12:55,1.25,17360.0,United Kingdom
581492,20718,RED RETROSPOT SHOPPER BAG,1,12/9/2011 10:03,2.46,,United Kingdom
544887,21059,PARTY INVITES DINOSAURS,4,2/24/2011 11:54,0.85,17364.0,United Kingdom
538198,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,6,12/10/2010 11:01,0.85,17827.0,United Kingdom
570444,21204,DAISIES  HONEYCOMB GARLAND ,3,10/10/2011 14:38,1.65,17284.0,United Kingdom
565439,22670,FRENCH WC SIGN BLUE METAL,12,9/4/2011 13:56,1.25,14852.0,United Kingdom
553014,22108,PING! MICROWAVE PLATE,2,5/12/2011 18:49,3.75,13451.0,United Kingdom
C577159,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,11/18/2011 9:58,7.95,15406.0,United Kingdom
577258,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,2,11/18/2011 12:27,0.29,16764.0,United Kingdom
549316,21239,PINK  POLKADOT CUP,8,4/8/2011 9:54,0.85,12705.0,Germany
541421,21625,VINTAGE UNION JACK APRON,1,1/17/2011 17:44,5.79,,United Kingdom
